Domain,Observation_ID,Study_or_target_group,Grain,PC1,PC2,PC1_explained_variance,PC2_explained_variance
Historical 906,V44_58bc6bd76f28,Opapeju2012_Animal,record,0.9342432617497054,1.211661260517918,0.3581851925549009,0.2292279722724193
Historical 906,V44_cd9f20768a88,Opapeju2012_Animal,record,0.9367317229395992,1.208767772271181,0.3581851925549009,0.2292279722724193
Historical 906,V44_553870a752e7,Opapeju2012_Animal,record,0.8902888172566092,1.205715332139022,0.3581851925549009,0.2292279722724193
Historical 906,V44_88be35d31b41,Opapeju2012_Animal,record,0.8532859889705552,1.213605777864499,0.3581851925549009,0.2292279722724193
Historical 906,V44_b420c6eb7e04,Opapeju2012_Animal,record,0.8863458446201252,1.21074250867845,0.3581851925549009,0.2292279722724193
Historical 906,V44_56afa7edaca5,Opapeju2012_Animal,record,0.8873973992966014,1.198976438287634,0.3581851925549009,0.2292279722724193
Historical 906,V44_38da75e7eaf5,Opapeju2012_Animal,record,0.8561438757157204,1.209882626260449,0.3581851925549009,0.2292279722724193
Historical 906,V44_351dd8736c12,Patras2012_JAS,record,0.9148941035897705,0.3493041805737059,0.3581851925549009,0.2292279722724193
Historical 906,V44_e09e386b914a,Patras2012_JAS,record,1.65347893046986,-1.321373854732805,0.3581851925549009,0.2292279722724193
Historical 906,V44_4a8434d32668,Patras2012_JAS,record,-0.456615353857088,1.320345720159721,0.3581851925549009,0.2292279722724193
Historical 906,V44_8bc44d01cccb,Patras2012_JAS,record,-0.1193130508388171,0.2491027733603762,0.3581851925549009,0.2292279722724193
Historical 906,V44_45649674b8bd,Wochner2012_Semina,record,0.1145937699086856,1.144960833367223,0.3581851925549009,0.2292279722724193
Historical 906,V44_ccc1fc6ba334,Wochner2012_Semina,record,0.09847561494464521,1.182232788113794,0.3581851925549009,0.2292279722724193
Historical 906,V44_20c3371c9112,Wochner2012_Semina,record,0.1051125022827786,1.166885512629912,0.3581851925549009,0.2292279722724193
Historical 906,V44_20784459e90e,Wochner2012_Semina,record,0.09539420296623574,1.189358308874165,0.3581851925549009,0.2292279722724193
Historical 906,V44_0fcd09a4a8d9,deRidder2012_JAS,record,0.0551913370930631,2.400200914975116,0.3581851925549009,0.2292279722724193
Historical 906,V44_f1a9ed2c8b32,deRidder2012_JAS,record,0.05657204372304284,2.39916041089575,0.3581851925549009,0.2292279722724193
Historical 906,V44_fe13f4ad91be,deRidder2012_JAS,record,0.052755333906059,2.403407677041186,0.3581851925549009,0.2292279722724193
Historical 906,V44_b09a7c45efed,deRidder2012_JAS,record,-0.8799493574658572,3.111208267502497,0.3581851925549009,0.2292279722724193
Historical 906,V44_7632b5fb039c,deRidder2012_JAS,record,-0.8792511739958238,3.109500701918601,0.3581851925549009,0.2292279722724193
Historical 906,V44_b153dd2a8ea7,deRidder2012_JAS,record,-0.8811116190865437,3.111490557608243,0.3581851925549009,0.2292279722724193
Historical 906,V44_52bcbfdeb535,deRidder2012_JAS,record,-1.851731492151505,3.847969142695229,0.3581851925549009,0.2292279722724193
Historical 906,V44_cba91cf27a41,deRidder2012_JAS,record,-1.843602701531112,3.837429192188589,0.3581851925549009,0.2292279722724193
Historical 906,V44_3d66474f86a6,deRidder2012_JAS,record,-1.867071495022083,3.857012857761893,0.3581851925549009,0.2292279722724193
Historical 906,V44_b2c65fe39cef,deRidder2012_JAS,record,-2.503894695538792,4.336415277919385,0.3581851925549009,0.2292279722724193
Historical 906,V44_96b2b8177ad4,deRidder2012_JAS,record,-2.500947749916169,4.333301659027548,0.3581851925549009,0.2292279722724193
Historical 906,V44_8af15b3edd74,deRidder2012_JAS,record,-2.500574514602708,4.332119739577918,0.3581851925549009,0.2292279722724193
Historical 906,V44_1a9fe2c63143,deRidder2012_JAS,record,-2.255565749373567,4.165771650371735,0.3581851925549009,0.2292279722724193
Historical 906,V44_907baa49f326,deRidder2012_JAS,record,-2.309703043243644,4.205082646262544,0.3581851925549009,0.2292279722724193
Historical 906,V44_a52353c36c05,deRidder2012_JAS,record,-2.234033569688465,4.149105670649346,0.3581851925549009,0.2292279722724193
Historical 906,V44_f479928e0e11,Ball2013_AJAS,record,-0.3333157864415625,-0.5259075354566609,0.3581851925549009,0.2292279722724193
Historical 906,V44_e73b3014dcc9,Ball2013_AJAS,record,-0.06346792073932678,-0.8487875151552656,0.3581851925549009,0.2292279722724193
Historical 906,V44_b81ce652379a,Ball2013_AJAS,record,0.312871637970708,-1.111502447336774,0.3581851925549009,0.2292279722724193
Historical 906,V44_63c46b5844c2,Ball2013_AJAS,record,0.6854896030816152,-1.374156211824689,0.3581851925549009,0.2292279722724193
Historical 906,V44_ce834e988f96,Ball2013_AJAS,record,1.005912954373205,-1.531954229407523,0.3581851925549009,0.2292279722724193
Historical 906,V44_7233acdce6b4,Ball2013_AJAS,record,-0.3579481946405842,-0.2361610513084432,0.3581851925549009,0.2292279722724193
Historical 906,V44_d5aee7497897,Ball2013_AJAS,record,0.008140559365272996,-0.9789906435455404,0.3581851925549009,0.2292279722724193
Historical 906,V44_a070e5fa802d,Ball2013_AJAS,record,0.3602429486155652,-1.137901936090669,0.3581851925549009,0.2292279722724193
Historical 906,V44_586e94d21e03,Ball2013_AJAS,record,0.8142037213688839,-1.539460987263788,0.3581851925549009,0.2292279722724193
Historical 906,V44_c1418da5d27a,Ball2013_AJAS,record,1.08788591227126,-1.664922786865735,0.3581851925549009,0.2292279722724193
Historical 906,V44_b5b742f20bbe,Litvak2013_JAS,record,-0.2674917812352401,2.659259905333164,0.3581851925549009,0.2292279722724193
