Architecture,Method,Budget,n_realizations,Primary_mean,Primary_SD,Primary_q025,Primary_median,Primary_q975,FN_RMSE_mean,FN_MAE_mean,FN_Bias_mean,FN_R2_mean,UN_RMSE_mean,UN_MAE_mean,UN_Bias_mean,UN_R2_mean,Rank_method_within_arch_budget,Rank_overall_arch_method_within_budget
MLR,TargetOnlyElasticNet,18,504,0.4969105325789434,0.054869203068133955,0.41894980084666655,0.4879845508836223,0.6399217392054818,1.3157220862724133,0.9603910989552116,0.10391565631050118,0.8208704626124682,2.5232035798682246,1.9196583393893059,0.2258164027661414,0.6351845408681629,2.0,6.0
MLR,TargetOnlyElasticNet,21,504,0.48983243879593574,0.038540800102798284,0.4319079151692463,0.48619835873801986,0.5855181545108527,1.435957098522711,0.9977211972835626,0.09514082709764524,0.7893580886895881,2.300956272393664,1.7305398467666555,0.1881430795118988,0.7047525008857676,3.0,13.0
MLR,TargetOnlyRF,3,504,0.8719141729739334,0.07955109318241595,0.7437691122635604,0.8650804705069159,1.0382080870643655,2.7363940406175877,2.301284871961941,1.2498376892257803,0.2491041929848791,3.853985187684554,3.317861043295768,2.236818128960554,0.09665828800295899,6.0,19.0
MLR,TargetOnlyRF,6,504,0.6550040494072431,0.042657234753569716,0.5847723380313794,0.6556577785386423,0.7317758653702605,2.1519398207999587,1.5175546952459429,0.20096971423983576,0.5407207836985607,2.766127305824396,2.158026114517156,0.44699201829507984,0.5481941312030092,5.0,17.0
MLR,TargetOnlyRF,9,504,0.5774945471963882,0.06422296025111075,0.4712968259506972,0.5696882171438846,0.7234107350851662,1.831831406104597,1.242640542276805,-0.09743785092353091,0.6538953410526771,2.526552326624718,1.8663190711938125,0.225764663078794,0.6069384422973612,2.0,11.0
MLR,TargetOnlyRF,12,504,0.5753099906166351,0.0602407778463636,0.47711994950578845,0.5704789786948129,0.7038304743995911,1.692865521812074,1.1646200188370468,-0.03368184178508218,0.7129683282861743,2.693997607331618,2.053464949379454,0.9186223040087286,0.505692819651561,4.0,7.0
MLR,TargetOnlyRF,15,504,0.5485451105027979,0.061931664497661285,0.45600324398745373,0.5344189229119611,0.6955574020044885,1.487519498043213,1.0779744252026573,0.38011678594919746,0.7638709784070171,2.7383670422508404,2.0563494606743973,0.8827561475331558,0.5282083589827482,4.0,7.0
MLR,TargetOnlyRF,18,504,0.5178986525163037,0.04789885315661507,0.43818527226537635,0.5124973569347263,0.6272838120312336,1.355244272302614,0.9180694169558026,0.19572101457308072,0.8081562061544524,2.651293027455699,1.9804219495264308,0.5287219920991533,0.6025221219646977,4.0,13.0
MLR,TargetOnlyRF,21,504,0.5145620710399522,0.04195877923581629,0.44454466216865834,0.5110183736290352,0.6162750694806522,1.4644138428353632,0.962419256921167,0.12257847111682095,0.7807904366621513,2.4761588541698716,1.818921839397245,0.18610809151482333,0.6583322605473589,4.0,15.0
MLR,TargetOnlyRidge,3,504,0.62700155797508,0.09112315862009955,0.5040760347253926,0.6071634722063243,0.7846890151505577,1.4915924101070717,1.045314528665204,-0.35952620379362,0.775288141274513,3.4097763011747713,2.744399443416088,0.7995654306218738,0.28983272752342787,1.0,2.0
MLR,TargetOnlyRidge,6,504,0.6057027834612648,0.0726669414982153,0.4907519653387716,0.5980340891035154,0.7480018254759091,1.5798170707957147,1.0067772074882189,-0.345571657111535,0.7506405209962376,3.1077543735019084,2.4149235518120995,-0.6477166782310544,0.418584251273025,2.0,4.0
MLR,TargetOnlyRidge,9,504,0.6217520659874253,0.09815771515947644,0.4801085044986175,0.6011167150932266,0.8381601994340975,1.649484038090434,1.2773257953857005,-0.18335798372038634,0.7196242324495982,3.152823967712701,2.4535727364471884,0.10180014644445931,0.3680737540228905,3.0,13.0
